Temperature,Humidity,Pressure,prediction
9.9,0.89,1005.48,rain
8.794444444,0.89,1005.89,rain
7.827777778,0.89,1006.37,rain
7.855555556,0.89,1006.56,rain
7.316666667,0.89,1007.07,rain
7.244444444,0.89,1007.37,rain
5.438888889,0.89,1012.23,rain
7.2,0.89,1007.28,rain
6.688888889,0.89,1007.18,rain
6.211111111,0.89,1007.39,rain
6.111111111,0.89,1007.67,rain
6.111111111,0.89,1007.98,rain
6.172222222,0.89,1008.57,rain
7.222222222,0.89,1008.87,rain
7.288888889,0.89,1009.44,rain
7.405555556,0.89,1010.03,rain
7.961111111,0.89,1010.22,rain
8.033333333,0.89,1010.39,rain
9.077777778,0.89,1010.24,rain
9.05,0.89,1010,rain
9.05,0.89,1009.98,rain
9.183333333,0.89,1010.05,rain
9.072222222,0.89,1010.1,rain
7.983333333,0.89,1010.39,rain
8.072222222,0.89,1010.91,rain
7.894444444,0.89,1011.32,rain
7.311111111,0.89,1011.61,rain
7.338888889,0.89,1011.97,rain
6.622222222,0.89,1012.22,rain
6.066666667,0.89,1012.74,rain
8.338888889,0.89,1015.35,rain
5.183333333,0.89,1013.29,rain
3.722222222,0.89,1013.39,rain
4.855555556,0.89,1013.45,rain
5.211111111,0.89,1013.4,rain
6.255555556,0.89,1013.81,rain
7.794444444,0.89,1014.7,rain
10.05,0.89,1014.67,rain
12.2,0.89,1014.66,rain
12.7,0.89,1014.8,rain
13.93333333,0.89,1014.47,rain
15.09444444,0.89,1014.16,rain
15.15,0.89,1014.07,rain
16.17777778,0.89,1013.34,rain
16.25,0.89,1012.72,rain
16.29444444,0.89,1012.38,rain
16.1,0.89,1012.38,rain
12.95555556,0.89,1012.72,rain
13.85,0.89,1013.42,rain
12.77777778,0.89,1014.41,rain
12.15,0.89,1014.89,rain
10.67777778,0.89,1014.91,rain
10.44444444,0.89,1014.75,rain
9.822222222,0.89,1015.55,rain
11.02777778,0.89,1015.7,rain
7.138888889,0.89,1016.43,rain
7.622222222,0.89,1016.56,rain
7.627777778,0.89,1017.15,rain
7.044444444,0.89,1017.37,rain
8.6,0.89,1018.25,rain
9.65,0.89,1019.24,rain
12.10555556,0.89,1019.83,rain
12.77777778,0.89,1020.51,rain
13.81111111,0.89,1020.91,rain
16.01666667,0.89,1020.6,rain
17.12777778,0.89,1020.39,rain
17.14444444,0.89,1020.34,rain
17.77777778,0.89,1019.7,rain
17.77777778,0.89,1018.89,rain
17.80555556,0.89,1018.48,rain
16.15555556,0.89,1017.87,rain
14.05,0.89,1017.56,rain
13.08888889,0.89,1017.38,rain
12.28888889,0.89,1017.58,rain
12.77777778,0.89,1017.65,rain
12.72777778,0.89,1017.36,rain
12.26666667,0.89,1016.8,rain
11.71111111,0.89,1016.64,rain
10.82777778,0.89,1013.13,rain
12.2,0.89,1014.79,rain
12.2,0.89,1014.25,rain
11.68888889,0.89,1013.95,rain
11.20555556,0.89,1013.63,rain
11.13333333,0.89,1013.27,rain
11.43888889,0.89,1013.56,rain
13.03333333,0.89,1012.85,rain
17.24444444,0.89,1012.15,rain
17.73888889,0.89,1011.71,rain
17.84444444,0.89,1011.28,rain
18.86111111,0.89,1010.99,rain
18.66666667,0.89,1010.93,rain
17.82222222,0.89,1010.7,rain
17.8,0.89,1010.52,rain
17.35,0.89,1010.69,rain
16.06666667,0.89,1010.86,rain
14.93333333,0.89,1011.14,rain
13.92222222,0.89,1011.64,rain
12.75555556,0.89,1012.02,rain
12.75555556,0.89,1012.21,rain
12.37222222,0.89,1012.33,rain
11.18333333,0.89,1012.6,rain
11.66666667,0.89,1012.8,rain
8.977777778,0.89,1012.66,rain
10.57777778,0.89,1012.32,rain
10.53333333,0.89,1012.33,rain
10.58888889,0.89,1012.55,rain
9.983333333,0.89,1012.71,rain
11.02222222,0.89,1013.01,rain
13.53888889,0.89,1013.23,rain
13.88888889,0.89,1013.31,rain
15,0.89,1013.4,rain
17.18333333,0.89,1013.27,rain
16.2,0.89,1013.02,rain
17.75,0.89,1013.03,rain
18.40555556,0.89,1012.55,rain
17.82222222,0.89,1012.03,rain
17.31111111,0.89,1011.81,rain
17.50555556,0.89,1011.33,rain
17.26666667,0.89,1011.2,rain
15.13888889,0.89,1011.5,rain
13.25,0.89,1011.76,rain
12.29444444,0.89,1012.01,rain
10.7,0.89,1012.31,rain
9.855555556,0.89,1012.51,rain
9.522222222,0.89,1012.52,rain
8.405555556,0.89,1012.61,rain
13.01111111,0.89,1011.27,rain
7.733333333,0.89,1012.54,rain
6.138888889,0.89,1012.44,rain
6.472222222,0.89,1012.62,rain
6.627777778,0.89,1012.75,rain
8.688888889,0.89,1012.96,rain
11.99444444,0.89,1013.38,rain
13.76666667,0.89,1013.14,rain
15.08888889,0.89,1013.33,rain
16.45555556,0.89,1013.56,rain
17.31111111,0.89,1013.61,rain
17.87222222,0.89,1013.11,rain
19.03888889,0.89,1012.69,rain
18.97777778,0.89,1012.2,rain
19.00555556,0.89,1011.7,rain
19.01111111,0.89,1011.4,rain
17.86666667,0.89,1011.32,rain
17.26666667,0.89,1011.23,rain
16.18888889,0.89,1011.5,rain
14.88333333,0.89,1012.05,rain
14.32777778,0.89,1012.15,rain
14.51111111,0.89,1012.09,rain
14.37222222,0.89,1011.83,rain
14.87777778,0.89,1011.45,rain
10.40555556,0.89,1012.05,rain
12.82222222,0.89,1011.18,rain
12.8,0.89,1010.07,rain
12.82777778,0.89,1009.83,rain
12.26666667,0.89,1009.8,rain
12.26666667,0.89,1009.99,rain
12.18333333,0.89,1010.21,rain
12.17222222,0.89,1010.41,rain
12.71111111,0.89,1010.33,rain
15.60555556,0.89,1010.43,rain
16.02222222,0.89,1010.29,rain
17.2,0.89,1010.1,rain
17.21666667,0.89,1009.96,rain
17.82777778,0.89,1009.86,rain
17.82777778,0.89,1009.47,rain
17.73333333,0.89,1009.63,rain
16.27222222,0.89,1009.39,rain
13.16666667,0.89,1011.07,rain
13.25555556,0.89,1011.23,rain
13.01111111,0.89,1011.35,rain
12.45555556,0.89,1011.67,rain
12.48888889,0.89,1011.76,rain
9.555555556,0.89,1015.68,rain
10.62222222,0.89,1015.41,rain
8.722222222,0.89,1014.98,rain
10.53333333,0.89,1015.18,rain
9.444444444,0.89,1014.7,rain
9.888888889,0.89,1014.64,rain
10.36666667,0.89,1014.31,rain
8.888888889,0.89,1014.63,rain
9.977777778,0.89,1014.82,rain
12.2,0.89,1014.82,rain
13.96111111,0.89,1015,rain
14.94444444,0.89,1014.9,rain
16.18333333,0.89,1014.35,rain
16.36666667,0.89,1014.51,rain
17.37222222,0.89,1014.32,rain
17.67222222,0.89,1013.93,rain
17.72222222,0.89,1013.45,rain
16.23888889,0.89,1013.43,rain
14.06666667,0.89,1013.58,rain
13.95555556,0.89,1013.24,rain
12.28888889,0.89,1013.7,rain
10.02222222,0.89,1014.14,rain
9.377777778,0.89,1014.34,rain
9.416666667,0.89,1014.6,rain
11.82777778,0.89,1011.68,rain
10.76111111,0.89,1011.98,rain
12.15555556,0.89,1015.64,rain
9.672222222,0.89,1012.26,rain
8.15,0.89,1012.63,rain
10.2,0.89,1012.62,rain
10.11666667,0.89,1012.85,rain
10.16111111,0.89,1013.61,rain
11.24444444,0.89,1013.9,rain
12.24444444,0.89,1014.31,rain
13.91111111,0.89,1014.43,rain
15.61666667,0.89,1014.73,rain
15.07222222,0.89,1014.92,rain
15.07222222,0.89,1014.73,rain
14.26666667,0.89,1014.92,rain
16.01666667,0.89,1014.76,rain
15.02777778,0.89,1014.37,rain
13.94444444,0.89,1014.83,rain
12.91666667,0.89,1015.11,rain
12.89444444,0.89,1015.14,rain
12.4,0.89,1015.5,rain
12.26666667,0.89,1015.76,rain
12.22222222,0.89,1016.35,rain
11.25,0.89,1016.38,rain
11.52777778,0.89,1016.43,rain
11.53888889,0.89,1016.56,rain
9.438888889,0.89,1017.23,rain
11.43888889,0.89,1016.17,rain
11.39444444,0.89,1016.25,rain
11.52777778,0.89,1016.13,rain
11.95,0.89,1016.17,rain
11.97222222,0.89,1016.45,rain
12.63333333,0.89,1016.94,rain
12.75555556,0.89,1017.06,rain
13.84444444,0.89,1017.45,rain
13.17222222,0.89,1017.77,rain
15.06666667,0.89,1017.73,rain
17.24444444,0.89,1017.53,rain
16.31666667,0.89,1017.31,rain
17.38333333,0.89,1016.82,rain
15.27222222,0.89,1016.6,rain
17.45555556,0.89,1016.39,rain
16.22222222,0.89,1016.33,rain
15.08333333,0.89,1016.52,rain
13.99444444,0.89,1016.81,rain
12.17222222,0.89,1017.34,rain
11.08888889,0.89,1017.54,rain
11.09444444,0.89,1017.43,rain
9.883333333,0.89,1017.65,rain
9.355555556,0.89,1017.56,rain
9.861111111,0.89,1016.16,rain
8.272222222,0.89,1017.16,rain
8.866666667,0.89,1017.15,rain
8.816666667,0.89,1017.28,rain
7.155555556,0.89,1017.15,rain
8.85,0.89,1017.36,rain
11.17777778,0.89,1017.7,rain
12.38888889,0.89,1017.72,rain
14.14444444,0.89,1017.82,rain
17.1,0.89,1017.77,rain
18.93888889,0.89,1017.3,rain
17.91666667,0.89,1016.9,rain
19.98333333,0.89,1016.4,rain
20.07222222,0.89,1015.9,rain
20.07222222,0.89,1015.29,rain
20.08333333,0.89,1014.9,rain
19.08888889,0.89,1014.68,rain
17.45,0.89,1014.78,rain
15.56666667,0.89,1015.04,rain
12.49444444,0.89,1015.51,rain
12.24444444,0.89,1015.72,rain
11.41666667,0.89,1015.79,rain
10.55555556,0.89,1015.83,rain
10.46666667,0.89,1015.95,rain
10.25,0.89,1017.13,rain
9.355555556,0.89,1015.82,rain
8.311111111,0.89,1015.82,rain
8.811111111,0.89,1015.89,rain
8.733333333,0.89,1015.83,rain
11.93333333,0.89,1016.12,rain
14.51666667,0.89,1016.23,rain
18.73333333,0.89,1016.23,rain
20.02777778,0.89,1016.38,rain
21.03888889,0.89,1016.66,rain
20.73888889,0.89,1016.58,rain
22.31666667,0.89,1016.27,rain
22.11111111,0.89,1015.96,rain
22.73333333,0.89,1015.34,rain
22.77777778,0.89,1014.7,rain
21.21666667,0.89,1015.2,rain
20.18333333,0.89,1014.87,rain
18.01111111,0.89,1014.78,rain
17.42222222,0.89,1015.54,rain
13.96111111,0.89,1016.01,rain
13.28888889,0.89,1016.52,rain
12.32222222,0.89,1016.96,rain
11.11666667,0.89,1017.04,rain
10.53333333,0.89,1017.33,rain
12.38333333,0.89,1019.59,rain
9.861111111,0.89,1017.25,rain
8.872222222,0.89,1017.42,rain
8.672222222,0.89,1017.74,rain
7.688888889,0.89,1018.13,rain
10.91111111,0.89,1018.62,rain
14.83888889,0.89,1019.08,rain
18.8,0.89,1019.11,rain
21.09444444,0.89,1019.5,rain
22.02777778,0.89,1019.86,rain
22.82777778,0.89,1019.79,rain
22.91666667,0.89,1019.47,rain
23.91666667,0.89,1019.25,rain
23.91111111,0.89,1018.89,rain
23.93333333,0.89,1018.6,rain
23.91666667,0.89,1018.67,rain
22.82222222,0.89,1018.59,rain
21.22777778,0.89,1018.67,rain
19.07777778,0.89,1019.22,rain
17.06111111,0.89,1019.88,rain
14.90555556,0.89,1019.91,rain
13.08333333,0.89,1020.02,rain
12.71111111,0.89,1020.11,rain
12.12777778,0.89,1020.12,rain
11.81111111,0.89,1018.38,rain
12.01666667,0.89,1019.91,rain
12.04444444,0.89,1020.03,rain
10.62777778,0.89,1020.39,rain
9.911111111,0.89,1020.6,rain
12.55555556,0.89,1020.81,rain
15.00555556,0.89,1021.01,rain
17.33888889,0.89,1020.94,rain
19.1,0.89,1020.66,rain
21.26111111,0.89,1020.53,rain
22.41111111,0.89,1020.16,rain
22.93888889,0.89,1019.95,rain
23.92777778,0.89,1019.43,rain
23.96111111,0.89,1018.97,rain
23.96111111,0.89,1018.28,rain
23.11111111,0.89,1017.97,rain
22.82222222,0.89,1017.68,rain
21.11111111,0.89,1017.89,rain
18.18888889,0.89,1017.96,rain
16.01666667,0.89,1018.31,rain
15.46666667,0.89,1018.6,rain
14.60555556,0.89,1018.65,rain
13.31111111,0.89,1018.44,rain
12.73333333,0.89,1018.23,rain
13.78888889,0.89,1014.58,rain
10.57777778,0.89,1018.11,rain
10.48333333,0.89,1017.73,rain
10.28888889,0.89,1017.7,rain
9.972222222,0.89,1017.62,rain
13.63888889,0.89,1017.54,rain
16.73888889,0.89,1017.7,rain
18.83888889,0.89,1017.78,rain
21.16111111,0.89,1017.3,rain
22.58888889,0.89,1017.19,rain
22.89444444,0.89,1016.68,rain
24.00555556,0.89,1016.08,rain
24.00555556,0.89,1015.62,rain
23.97777778,0.89,1014.86,rain
25.04444444,0.89,1013.97,rain
24.07777778,0.89,1013.39,rain
22.38333333,0.89,1013.18,rain
21.20555556,0.89,1013.21,rain
18.26111111,0.89,1013.75,rain
17.2,0.89,1014.13,rain
15.99444444,0.89,1014.13,rain
15.96111111,0.89,1014.06,rain
15.44444444,0.89,1013.92,rain
14.37222222,0.89,1013.82,rain
13.60555556,0.89,1012.67,rain
12.82222222,0.89,1013.04,rain
12.75,0.89,1013.03,rain
11.41666667,0.89,1012.98,rain
12.33333333,0.89,1012.83,rain
14.90555556,0.89,1013.03,rain
15.89444444,0.89,1013.13,rain
17.22777778,0.89,1013.13,rain
17.82777778,0.89,1013.1,rain
17.91666667,0.89,1013.17,rain
19.05555556,0.89,1013,rain
20.14444444,0.89,1012.69,rain
20.26111111,0.89,1012.54,rain
21.20555556,0.89,1011.87,rain
21.25555556,0.89,1011.19,rain
20.23333333,0.89,1011.17,rain
19.07777778,0.89,1011.08,rain
17.94444444,0.89,1011.28,rain
15.49444444,0.89,1012.08,rain
14.14444444,0.89,1012.64,rain
14.53888889,0.89,1012.79,rain
14.13888889,0.89,1012.79,rain
13.4,0.89,1012.56,rain
13.42777778,0.89,1012.8,rain
11.58888889,0.89,1009.9,rain
14.42222222,0.89,1011.91,rain
13.91666667,0.89,1011.72,rain
13.4,0.89,1011.51,rain
13.86666667,0.89,1011.51,rain
14.90555556,0.89,1011.6,rain
15.93333333,0.89,1011.59,rain
17.12777778,0.89,1011.41,rain
18.75,0.89,1011.2,rain
18.96111111,0.89,1011.25,rain
19.99444444,0.89,1010.98,rain
21.11111111,0.89,1010.48,rain
21.09444444,0.89,1010.24,rain
21.17777778,0.89,1009.55,rain
21.22777778,0.89,1009.04,rain
20.1,0.89,1008.55,rain
19.02777778,0.89,1008.17,rain
17.85,0.89,1008.46,rain
16.26111111,0.89,1008.94,rain
14.98333333,0.89,1009.55,rain
14.46666667,0.89,1009.57,rain
13.94444444,0.89,1009.53,rain
12.31666667,0.89,1009.56,rain
11.76111111,0.89,1009.47,rain
10.82777778,0.89,1011.18,rain
10.13888889,0.89,1009.25,rain
10.62777778,0.89,1008.87,rain
10.60555556,0.89,1008.82,rain
10.07222222,0.89,1008.84,rain
11.16111111,0.89,1009.07,rain
12.88888889,0.89,1009.23,rain
15.05,0.89,1009.25,rain
15.16111111,0.89,1009.44,rain
16.27222222,0.89,1009.76,rain
17.8,0.89,1009.34,rain
17.93888889,0.89,1009.14,rain
18.85555556,0.89,1009.01,rain
17.98888889,0.89,1008.83,rain
17.96111111,0.89,1008.43,rain
17.36111111,0.89,1008.7,rain
16.25,0.89,1009.03,rain
14.12222222,0.89,1009.42,rain
12.95,0.89,1010.18,rain
12.24444444,0.89,1010.85,rain
11.68888889,0.89,1011.08,rain
11.15555556,0.89,1011.22,rain
9.216666667,0.89,1014.24,rain
8.683333333,0.89,1014.73,rain
9.188888889,0.89,1013.46,rain
8.594444444,0.89,1014.81,rain
7.505555556,0.89,1014.35,rain
6.216666667,0.89,1014.42,rain
5.855555556,0.89,1014.35,rain
5.933333333,0.89,1014.55,rain
10.40555556,0.89,1014.91,rain
12.54444444,0.89,1014.44,rain
13.86111111,0.89,1014.52,rain
15.97777778,0.89,1014.75,rain
17.26666667,0.89,1014.41,rain
17.84444444,0.89,1014.02,rain
16.42777778,0.89,1013.55,rain
17.77777778,0.89,1013.02,rain
17.84444444,0.89,1011.95,rain
17.3,0.89,1012.11,rain
15.18333333,0.89,1012.13,rain
13.00555556,0.89,1012.52,rain
12.69444444,0.89,1013.08,rain
12.19444444,0.89,1013.35,rain
12.08333333,0.89,1013.19,rain
10.61666667,0.89,1013.54,rain
11.6,0.89,1011.68,rain
11.02222222,0.89,1011.79,rain
11.88888889,0.89,1013.76,rain
10.41666667,0.89,1011.39,rain
10.3,0.89,1011.42,rain
9.483333333,0.89,1011.65,rain
9.772222222,0.89,1011.83,rain
10.93333333,0.89,1012.42,rain
11.65555556,0.89,1012.96,rain
13.93888889,0.89,1012.97,rain
15.02777778,0.89,1013.36,rain
16.03888889,0.89,1013.41,rain
15.22777778,0.89,1013.34,rain
16.20555556,0.89,1013.62,rain
17.3,0.89,1013.28,rain
17.77777778,0.89,1012.98,rain
17.8,0.89,1012.5,rain
17.26111111,0.89,1012.61,rain
17.2,0.89,1012.88,rain
15.02222222,0.89,1012.98,rain
13.92777778,0.89,1013.73,rain
12.36666667,0.89,1014.17,rain
12.29444444,0.89,1014.46,rain
12.78888889,0.89,1014.45,rain
9.533333333,0.89,1013.49,rain
9.972222222,0.89,1013.41,rain
4.911111111,0.89,1015.4,rain
7.916666667,0.89,1013.19,rain
7.383333333,0.89,1012.8,rain
7.972222222,0.89,1013.1,rain
8.816666667,0.89,1013.14,rain
8.794444444,0.89,1013.64,rain
7.888888889,0.89,1014.12,rain
7.8,0.89,1014.48,rain
7.822222222,0.89,1014.97,rain
7.944444444,0.89,1015.66,rain
8.077777778,0.89,1015.89,rain
10.22777778,0.89,1015.69,rain
11.36111111,0.89,1015.59,rain
12.45,0.89,1015.24,rain
12.91666667,0.89,1014.77,rain
12.55,0.89,1014.73,rain
12.38333333,0.89,1014.49,rain
10.22777778,0.89,1014.7,rain
9.227777778,0.89,1015.38,rain
7.827777778,0.89,1015.81,rain
6.677777778,0.89,1015.89,rain
6.122222222,0.89,1015.9,rain
5.327777778,0.89,1015.92,rain
4.355555556,0.89,1015.89,rain
9.272222222,0.89,1007.55,rain
4.261111111,0.89,1015.21,rain
3.216666667,0.89,1015.18,rain
3.905555556,0.89,1014.89,rain
2.711111111,0.89,1014.29,rain
3.816666667,0.89,1014.35,rain
6.883333333,0.89,1014,rain
8.938888889,0.89,1013.53,rain
11.20555556,0.89,1013.05,rain
12.85,0.89,1012.74,rain
13.96111111,0.89,1011.92,rain
14.97777778,0.89,1010.87,rain
14.02777778,0.89,1009.99,rain
15.02222222,0.89,1008.85,rain
15.04444444,0.89,1007.74,rain
15.08888889,0.89,1007.07,rain
14.95,0.89,1006.26,rain
13.81666667,0.89,1005.77,rain
12.91666667,0.89,1005.19,rain
13.83888889,0.89,1004.85,rain
12.75555556,0.89,1005.49,rain
12.65,0.89,1005.64,rain
11.68888889,0.89,1005.45,rain
10.62777778,0.89,1005.65,rain
5.666666667,0.89,1012.87,rain
10.05,0.89,1006.34,rain
9.977777778,0.89,1006.47,rain
9.777777778,0.89,1007.16,rain
8.661111111,0.89,1007.18,rain
7.55,0.89,1007.86,rain
7.233333333,0.89,1008.4,rain
6.044444444,0.89,1008.86,rain
6.094444444,0.89,1009.1,rain
6.116666667,0.89,1010.06,rain
6.066666667,0.89,1010.67,rain
6.038888889,0.89,1011.06,rain
6.888888889,0.89,1011.03,rain
7.061111111,0.89,1011.14,rain
6.038888889,0.89,1011.61,rain
6.072222222,0.89,1011.86,rain
5.044444444,0.89,1011.93,rain
5.022222222,0.89,1012.4,rain
5.033333333,0.89,1013.23,rain
5,0.89,1013.8,rain
4.977777778,0.89,1014.08,rain
4.933333333,0.89,1013.96,rain
4.466666667,0.89,1013.9,rain
4.444444444,0.89,1014.39,rain
4.011111111,0.89,1016.82,rain
4.905555556,0.89,1014.18,rain
4.883333333,0.89,1014.27,rain
4.388888889,0.89,1014.14,rain
4.838888889,0.89,1014.11,rain
4.811111111,0.89,1014.41,rain
4.944444444,0.89,1014.9,rain
7.2,0.89,1014.98,rain
7.777777778,0.89,1014.97,rain
8.727777778,0.89,1015.52,rain
8.983333333,0.89,1015.64,rain
10,0.89,1015.72,rain
10.09444444,0.89,1015.47,rain
11.06111111,0.89,1015.24,rain
10.13888889,0.89,1015.14,rain
11.01111111,0.89,1015.13,rain
10.11666667,0.89,1015.39,rain
7.916666667,0.89,1015.7,rain
7.333333333,0.89,1016.2,rain
5.05,0.89,1016.83,rain
3.933333333,0.89,1017.12,rain
4.094444444,0.89,1017.38,rain
3.8,0.89,1017.32,rain
2.688888889,0.89,1017.42,rain
5.066666667,0.89,1018.24,rain
2.6,0.89,1017.33,rain
1.583333333,0.89,1017.53,rain
2.155555556,0.89,1017.7,rain
0.955555556,0.89,1017.84,rain
0.955555556,0.89,1018.13,rain
5.594444444,0.89,1018.47,rain
9.822222222,0.89,1018.32,rain
11.07222222,0.89,1018.59,rain
11.05555556,0.89,1018.68,rain
12.24444444,0.89,1018.49,rain
12.85,0.89,1018.38,rain
12.88888889,0.89,1018.35,rain
12.91666667,0.89,1017.58,rain
13.88888889,0.89,1017.37,rain
13.02222222,0.89,1017.37,rain
12.38333333,0.89,1017.24,rain
10.20555556,0.89,1017.45,rain
9.144444444,0.89,1017.83,rain
7.827777778,0.89,1018.17,rain
7.733333333,0.89,1018.28,rain
7.144444444,0.89,1018.37,rain
6.016666667,0.89,1018.39,rain
5.461111111,0.89,1018.49,rain
8.244444444,0.89,1015.16,rain
3.838888889,0.89,1018.18,rain
2.244444444,0.89,1018.29,rain
2.022222222,0.89,1018.28,rain
2.172222222,0.89,1018.08,rain
3.661111111,0.89,1018.6,rain
6.111111111,0.89,1018.66,rain
10.00555556,0.89,1018.38,rain
12.24444444,0.89,1018.46,rain
12.93888889,0.89,1018.34,rain
13.98333333,0.89,1017.86,rain
15.09444444,0.89,1017.26,rain
16.25,0.89,1016.76,rain
17.26666667,0.89,1016.04,rain
17.28888889,0.89,1015.06,rain
17.38888889,0.89,1014.68,rain
17.28888889,0.89,1014.36,rain
15.08888889,0.89,1014.16,rain
11.71111111,0.89,1014.36,rain
11.16111111,0.89,1014.6,rain
10.02777778,0.89,1014.69,rain
10.13888889,0.89,1014.51,rain
21.01666667,0.89,1012.02,rain
19.44444444,0.89,1012.22,rain
20.72222222,0.89,1008.65,rain
18.79444444,0.89,1012.11,rain
17.73333333,0.89,1011.63,rain
17.60555556,0.89,1011.84,rain
18.73333333,0.89,1011.81,rain
22.55555556,0.89,1011.72,rain
24.76111111,0.89,1011.86,rain
27.17222222,0.89,1011.67,rain
28.91111111,0.89,1011.27,rain
30.95555556,0.89,1011.07,rain
32.17222222,0.89,1010.47,rain
32.12777778,0.89,1010.07,rain
31.98333333,0.89,1009.69,rain
32.53888889,0.89,1008.95,rain
31.97777778,0.89,1008.2,rain
32.01111111,0.89,1007.57,rain
30.94444444,0.89,1007.1,rain
28.57222222,0.89,1007.04,rain
27.09444444,0.89,1007.03,rain
24.69444444,0.89,1006.95,rain
24.13888889,0.89,1007.07,rain
23.12222222,0.89,1007.62,rain
15.56111111,0.89,1011.53,rain
15.49444444,0.89,1011.34,rain
16.53888889,0.89,1008.66,rain
13.8,0.89,1011.04,rain
13.31666667,0.89,1011.12,rain
12.60555556,0.89,1010.9,rain
12.32777778,0.89,1011.54,rain
14.96666667,0.89,1010.85,rain
16.26111111,0.89,1010.89,rain
16.25,0.89,1010.93,rain
18.88888889,0.89,1010.64,rain
21.35,0.89,1010.56,rain
21.20555556,0.89,1010.5,rain
22.33888889,0.89,1010.09,rain
23.03333333,0.89,1009.62,rain
23.91111111,0.89,1008.8,rain
24.97777778,0.89,1008.39,rain
23.8,0.89,1007.71,rain
23.59444444,0.89,1007.66,rain
22.50555556,0.89,1007.66,rain
20.01666667,0.89,1007.6,rain
19.91111111,0.89,1007.87,rain
19.35555556,0.89,1008.35,rain
17.88333333,0.89,1008.32,rain
17.25,0.89,1008.16,rain
16.62777778,0.89,1008.15,rain
15.84444444,0.89,1009.37,rain
17,0.89,1008.06,rain
17.06666667,0.89,1007.86,rain
16.50555556,0.89,1008.06,rain
14.98333333,0.89,1007.87,rain
16.02222222,0.89,1007.98,rain
16.16111111,0.89,1008.07,rain
18.84444444,0.89,1007.86,rain
21.11666667,0.89,1007.95,rain
22.50555556,0.89,1008.2,rain
23.79444444,0.89,1007.95,rain
23.88888889,0.89,1008.03,rain
25.83333333,0.89,1008.03,rain
25.92777778,0.89,1007.73,rain
25,0.89,1007.71,rain
24.94444444,0.89,1007.73,rain
24.92777778,0.89,1007.81,rain
